!GEAR.DAT - Gear data file for most shadowrun gear
!-------------------------------------------------
!
! This file originated with Paolo's Gear.Dat file. It now includes
! data from most sourcebooks and some things from the web. See
! BOOKS.DAT for a list of source books and for control of which
! books are included by software.
!
!
! 02/01/96 Paolo M: provide original version
! 02/04/96 JW: update
!          Gurth: add accessories field to firearms
! 08/13/99 McMackie: eliminate duplicate entries and add SR3 support
! 06/10/02 Wordman: add weapon entries and many corrections
! 12/14/02 Jon Yarwood: add SOTA entries
! 01/03/03 Josef Wegner: add Target: Wastelands entries
! 10/17/03 TinkerGnome: add Biotech from M&M
! 11/14/03 TinkerGnome: update lots of stuff with Ratings
! 02/21/04 OurTeam: corrections
! 04/18/04 TinkerGnome: Added skillsoft jukeboxes, rearranged firearms, added much chemtech
! 12/03/04 Thistledown: added SOTA2064
!-------
! Types (Formats):
0-1|Edged weapon|10|Concealability|Reach|Damage|Weight|Availability|$Cost|Street Index|Book.Page|Legal|Notes|
0-2|Bow and crossbow|9|Concealability|Str.Min.|Damage|Weight|Availability|$Cost|Street Index|Legal|Book.Page|
0-3|Firearms|10|Concealability|Ammunition|Mode|Damage|Weight|Availability|$Cost|Street Index|Accessories|Book.Page|
0-4|Rockets and Missiles|9|Intelligence|Damage|Blast|Scatter|Weight|Availability|$Cost|Street Index|Book.Page|
0-5|Ammunition|7|Concealability|Damage|Weight|Availability|$Cost|Street Index|Book.Page|
0-6|Firearms Accessories|9|Mount|Concealability|Rating|Weight|Availability|$Cost|Street Index|Notes|Book.Page|
0-7|Explosives|7|Concealability|Rating|Weight|Availability|$Cost|Street Index|Book.Page|
0-8|Clothing and Armor|8|Concealability|Ballistic|Impact|Weight|Availability|$Cost|Street Index|Book.Page|
0-9|S+S Vision Enhancers|7|Concealability|Mag:|Weight|Availability|$Cost|Street Index|Book.Page|
0-10|Surveillance and Security|6|Concealability|Weight|Availability|$Cost|Street Index|Book.Page|
0-11|Custom Gear|6|Concealability|Weight|$Cost|Street Index|Availability|Book.Page|
0-12|Cyberdeck Other|4|Availability|$Cost|Street Index|Book.Page|
0-13|Biotech|6|Rating|Availability|Weight|$Cost|Street Index|Book.Page|
0-14|Lifestyle|6|Concealability|Weight|Availability|$Cost|Street Index|Book.Page|
0-15|Magical Equipment|5|KarmaCost|Availability|$Cost|Street Index|Book.Page|
0-17|Cars|10|Handling|Speed|Body|Armor|Sig|Apilot|Availability|$Cost|Street Index|Book.Page|
0-18|VehicleGear|4|Availability|$Cost|Street Index|Book.Page|
0-19|VehicleFire|9|Type|Ammunition|Mode|Damage|Weight|Availability|$Cost|Street Index|Book.Page|
0-20|Chips|7|Type|Rating|Memory|Availability|$Cost|Street Index|Book.Page|
0-21|Stuff With Ratings|7|Concealability|Rating|Weight|Availability|$Cost|Street Index|Book.Page|
0-22|Drugs|7|Addiction|Tolerance|Edge|Availability|$Cost|Street Index|Book.Page|
0-23|Vehicle Modifications|4|$Cost|Equipment|CF|Book.Page|
0-24|SR3 Cars|11|Handling|Speed/Accel|Body/Armor|Sig/Autonav|Pilot/Sensor|Cargo/Load|Seating|$Cost|Avail|Street Index|Book.Page|
0-25|Lifestyle2|2|$Cost|Book.Page|
0-26|Extras|2|$Cost|Book.Page|
0-27|Miscellaneous Weapons|8|Intelligence|Concealability|Weight|$Cost|Availability|Street Index|Accessories|Book.Page|
0-28|Simsence|4|Availability|$Cost|Street Index|Book.Page|
0-29|Chemical s|8|Origin|Rating|Speed|Vector|Availability|$Cost|Street Index|Book.Page|
0-30|Pocket Secretaries|11|Form|Concealability|Weight|Memory|ECCM|Data Encrypt|Comm Encrypt|$Cost|Street Index|Legal|Book.Page|
0-31|FireForce Storage Frames|5|Weight|Points|$Cost|Notes|Book.Page|
0-32|FireForce Attachments|4|Points Used|$Cost|Notes|Book.Page|
0-33|Cyberdeck Other|5|Availability|$Cost|Multiplier|Street Index|Book.Page|
0-34|Toxins|7|Damage|Vector|Speed|Availability|$Cost|Street Index|Book.Page|
0-35|Nanoware Ratings|6|Type|Rating|Availability|$Cost|Street Index|Book.Page|
0-36|OCC Encoders|6|Rating|Weight|Availability|$Cost|Street Index|Book.Page|
0-37|Cyberdeck Otaku|7|Availability|$Cost|Street Index|Multiplier|KarmaCost|Notes|Book.Page|
0-38|Credstick|7|Concealability|Rating|Weight|Availability|$Cost|Street Index|Book.Page|
!--------------------------------------------------------------------------------
!   1234567890123456789012345678901234567890123
1-Weapons
2-Melee weapons
3-Edged weapons
4-* Axe(EDG)                       1|2|1|(STR)S|2.5|2/4hrs|60|1|cb1.2|||
3-* Rigger DeCrypt Module Int.[6]  20|(Special/Security)|6|-|8hours/6days|42000|2|cs.78|
2-Aliaschip
3-* Aliaschip [1]                  20|BTL|1|-|6/24hrs|75|1|sta2.38|
3-* Aliaschip [2]                  20|BTL|2|-|6/24hrs|150|1|sta2.38|
3-* Aliaschip [3]                  20|BTL|3|-|6/24hrs|225|1|sta2.38|
3-* Aliaschip [4]                  20|BTL|4|-|6/24hrs|300|1|sta2.38|
3-* Aliaschip [5]                  20|BTL|5|-|6/24hrs|375|1|sta2.38|
3-* Aliaschip [6]                  20|BTL|6|-|6/24hrs|450|1|sta2.38|
3-* Aliaschip [7]                  20|BTL|7|-|6/24hrs|525|1|sta2.38|
3-* Aliaschip [8]                  20|BTL|8|-|6/24hrs|600|1|sta2.38|
3-* Aliaschip [9]                  20|BTL|9|-|6/24hrs|675|1|sta2.38|
3-* Aliaschip [10]                 20|BTL|10|-|6/24hrs|750|1|sta2.38|
!
!0-13|Biotech|6|Rating|Availability|Weight|$Cost|Street Index|Book.Page|
1-Biotech
2-Medical equipment
3-General
4-* Archaesthetic                  13|-1|6/7days|1|10000|4|sr2.???|
4-* Bio-Monitor                    13|2|6/72hrs|1|1000|2|sr3.304|
4-* Cybercast                      13|+2|3/12hrs|1.5|3000|2|sr2.???|
4-* Portable Intern Unit           13|1|3/24hrs|2|120|1.5|sr2.???|
4-* RapiDetox                      13|5|5/4days|-|1500|3|sr2.???|
4-* Stabilization Unit             13|2|12/1mth|30|10000|3|sr3.304|
4-* Stabilization Unit Deluxe      13|6|16/1mth|35|20000|3|sr3.304|
3-Medkits
4-* Medkit Rating 1                13|1|Always/24hrs|1|120|1.5|mm.138|
4-* Medkit Rating 2                13|2|1/24hrs|2|160|1.5|mm.138|
4-* Medkit Rating 3                13|3|2/24hrs|3|200|1.5|mm.138|
4-* Medkit Rating 4                13|4|3/24hrs|4|240|1.5|mm.138|
4-* Medkit Rating 5                13|5|4/24hrs|5|280|1.5|mm.138|
4-* Medkit Rating 6                13|6|5/24hrs|6|320|1.5|mm.138|
4-* Medkit Rating 7                13|7|6/24hrs|7|360|1.5|mm.138|
4-* Medkit Rating 8                13|8|7/24hrs|8|400|1.5|mm.138|
4-* Medkit Rating 9                13|9|8/24hrs|9|440|1.5|mm.138|
4-* Medkit Rating 10               13|10|9/24hrs|10|480|1.5|mm.138|
4-* Basic Medkit                   13|3|2/24hrs|3|200|1.5|sr3.304|
4-* Medkit Supplies                13|-|2/24hrs|-|50|1.5|sr3.304|
3-Medical Clinics (Shops)
4-Standard Grade
5-* Medical Clinic Rating 1        13|1|3/1wk|-|25000|2|mm.138|
5-* Medical Clinic Rating 2        13|2|4/1wk|-|43200|2|mm.138|
5-* Medical Clinic Rating 3        13|3|5/1wk|-|68600|2|mm.138|
5-* Medical Clinic Rating 4        13|4|6/1wk|-|102400|2|mm.138|
5-* Medical Clinic Rating 5        13|5|7/1wk|-|145800|2|mm.138|
5-* Medical Clinic Rating 6        13|6|8/1wk|-|200000|2|mm.138|
5-* Medical Clinic Rating 7        13|7|9/1wk|-|266200|2|mm.138|
5-* Medical Clinic Rating 8        13|8|10/1wk|-|345600|2|mm.138|
5-* Medical Clinic Rating 9        13|9|11/1wk|-|439400|2|mm.138|
5-* Medical Clinic Rating 10       13|10|12/1wk|-|548800|2|mm.138|
4-Alpha Grade
5-* Alpha Medical Clinic Rating 1  13|1|3/1wk|-|50000|2|mm.138|
5-* Alpha Medical Clinic Rating 2  13|2|4/1wk|-|86400|2|mm.138|
5-* Alpha Medical Clinic Rating 3  13|3|5/1wk|-|137200|2|mm.138|
5-* Alpha Medical Clinic Rating 4  13|4|6/1wk|-|204800|2|mm.138|
5-* Alpha Medical Clinic Rating 5  13|5|7/1wk|-|291600|2|mm.138|
5-* Alpha Medical Clinic Rating 6  13|6|8/1wk|-|400000|2|mm.138|
5-* Alpha Medical Clinic Rating 7  13|7|9/1wk|-|532400|2|mm.138|
5-* Alpha Medical Clinic Rating 8  13|8|10/1wk|-|691200|2|mm.138|
5-* Alpha Medical Clinic Rating 9  13|9|11/1wk|-|878800|2|mm.138|
5-* Alpha Medical Clinic Rating 10 13|10|12/1wk|-|1097600|2|mm.138|
4-Beta Grade
5-* Beta Medical Clinic Rating 1   13|1|8/1wk|-|100000|2|mm.138|
5-* Beta Medical Clinic Rating 2   13|2|9/1wk|-|172800|2|mm.138|
5-* Beta Medical Clinic Rating 3   13|3|10/1wk|-|274400|2|mm.138|
5-* Beta Medical Clinic Rating 4   13|4|11/1wk|-|409600|2|mm.138|
5-* Beta Medical Clinic Rating 5   13|5|12/1wk|-|583200|2|mm.138|
5-* Beta Medical Clinic Rating 6   13|6|13/1wk|-|800000|2|mm.138|
5-* Beta Medical Clinic Rating 7   13|7|14/1wk|-|1064800|2|mm.138|
5-* Beta Medical Clinic Rating 8   13|8|15/1wk|-|1382400|2|mm.138|
5-* Beta Medical Clinic Rating 9   13|9|16/1wk|-|1757600|2|mm.138|
5-* Beta Medical Clinic Rating 10  13|10|17/1wk|-|2195200|2|mm.138|
4-Delta Grade
5-* Delta Medical Clinic Rating 1  13|1|12/1wk|-|200000|2|mm.138|
5-* Delta Medical Clinic Rating 2  13|2|13/1wk|-|345600|2|mm.138|
5-* Delta Medical Clinic Rating 3  13|3|14/1wk|-|548800|2|mm.138|
5-* Delta Medical Clinic Rating 4  13|4|15/1wk|-|819200|2|mm.138|
5-* Delta Medical Clinic Rating 5  13|5|16/1wk|-|1166400|2|mm.138|
5-* Delta Medical Clinic Rating 6  13|6|17/1wk|-|1600000|2|mm.138|
5-* Delta Medical Clinic Rating 7  13|7|18/1wk|-|2129600|2|mm.138|
5-* Delta Medical Clinic Rating 8  13|8|19/1wk|-|2764800|2|mm.138|
5-* Delta Medical Clinic Rating 9  13|9|20/1wk|-|3515200|2|mm.138|
5-* Delta Medical Clinic Rating 10 13|10|21/1wk|-|4390400|2|mm.138|
3-Hospitals (facilities)
4-Standard Grade
5-* Hosptial Rating 1              13|1|2/1mo|-|9604000|3|mm.138|
5-* Hosptial Rating 2              13|2|4/1mo|-|16384000|3|mm.138|
5-* Hosptial Rating 3              13|3|6/1mo|-|26244000|3|mm.138|
5-* Hosptial Rating 4              13|4|8/1mo|-|40000000|3|mm.138|
5-* Hosptial Rating 5              13|5|10/1mo|-|58564000|3|mm.138|
5-* Hosptial Rating 6              13|6|12/1mo|-|82944000|3|mm.138|
5-* Hosptial Rating 7              13|7|14/1mo|-|114244000|3|mm.138|
5-* Hosptial Rating 8              13|8|16/1mo|-|153664000|3|mm.138|
5-* Hosptial Rating 9              13|9|18/1mo|-|202500000|3|mm.138|
5-* Hosptial Rating 10             13|10|20/1mo|-|262144000|3|mm.138|
4-Alpha Grade
5-* Alpha Hosptial Rating 1        13|1|2/1mo|-|19208000|3|mm.138|
5-* Alpha Hosptial Rating 2        13|2|4/1mo|-|32768000|3|mm.138|
5-* Alpha Hosptial Rating 3        13|3|6/1mo|-|52488000|3|mm.138|
5-* Alpha Hosptial Rating 4        13|4|8/1mo|-|80000000|3|mm.138|
5-* Alpha Hosptial Rating 5        13|5|10/1mo|-|117128000|3|mm.138|
5-* Alpha Hosptial Rating 6        13|6|12/1mo|-|165888000|3|mm.138|
5-* Alpha Hosptial Rating 7        13|7|14/1mo|-|228488000|3|mm.138|
5-* Alpha Hosptial Rating 8        13|8|16/1mo|-|307328000|3|mm.138|
5-* Alpha Hosptial Rating 9        13|9|18/1mo|-|405000000|3|mm.138|
5-* Alpha Hosptial Rating 10       13|10|20/1mo|-|524288000|3|mm.138|
4-Beta Grade
5-* Beta Hosptial Rating 1         13|1|7/1mo|-|38416000|3|mm.138|
5-* Beta Hosptial Rating 2         13|2|9/1mo|-|65536000|3|mm.138|
5-* Beta Hosptial Rating 3         13|3|11/1mo|-|104976000|3|mm.138|
5-* Beta Hosptial Rating 4         13|4|13/1mo|-|160000000|3|mm.138|
5-* Beta Hosptial Rating 5         13|5|15/1mo|-|234256000|3|mm.138|
5-* Beta Hosptial Rating 6         13|6|17/1mo|-|331776000|3|mm.138|
5-* Beta Hosptial Rating 7         13|7|19/1mo|-|456976000|3|mm.138|
5-* Beta Hosptial Rating 8         13|8|21/1mo|-|614656000|3|mm.138|
5-* Beta Hosptial Rating 9         13|9|23/1mo|-|810000000|3|mm.138|
5-* Beta Hosptial Rating 10        13|10|25/1mo|-|1048576000|3|mm.138|
4-Delta Grade
5-* Delta Hosptial Rating 1        13|1|11/1mo|-|76832000|3|mm.138|
5-* Delta Hosptial Rating 2        13|2|13/1mo|-|131072000|3|mm.138|
5-* Delta Hosptial Rating 3        13|3|15/1mo|-|209952000|3|mm.138|
5-* Delta Hosptial Rating 4        13|4|17/1mo|-|320000000|3|mm.138|
5-* Delta Hosptial Rating 5        13|5|19/1mo|-|468512000|3|mm.138|
5-* Delta Hosptial Rating 6        13|6|21/1mo|-|663552000|3|mm.138|
5-* Delta Hosptial Rating 7        13|7|23/1mo|-|913952000|3|mm.138|
5-* Delta Hosptial Rating 8        13|8|25/1mo|-|1229312000|3|mm.138|
5-* Delta Hosptial Rating 9        13|9|27/1mo|-|1620000000|3|mm.138|
5-* Delta Hosptial Rating 10       13|10|29/1mo|-|2097152000|3|mm.138|
!0-34|Toxins|7|Damage|Vector|Speed|Availability|$Cost|Street Index|Book.Page|
2-Toxin
3-* Arsenic                        34|10D|Injection|1D6 Hours|4/12hrs|40|1|sr3.250|
3-* Atropine                       34|6D|Injected/Ingestion|Immediate/15min|5/12hrs|600|1|mm.118|
3-* CS/Tear Gas                    34|Special|Contact/Inhalation|1 Combat Turn|4/36hrs|10|1|mm.118|
3-* Cyanide                        34|7D|Injection/Ingestion/Inhalation|Immediate|3/48hrs|360|1|mm.118|
3-* Fugu 5                         34|3D|Injection/Ingestion|Immediate|4/72hrs|10000|.5|sr3.250|
3-* Fugu 6                         34|6D|Injection/Ingestion|Immediate|5/1week|20000|.5|sr3.250|
3-* Fugu 8                         34|8D|Injection/Ingestion|Immediate|8/2weeks|30000|.5|sr3.250|
3-* Gamma-Scopolamine              34|10D stun|Injected|Immediate|8/2weeks|300|3|sr3.250|
3-* Green Ring 3                   34|8D|Contact/Inhalation|Immediate|14/2weeks|500|5|sr3.250|
3-* Green Ring 8                   34|10D|Contact/Inhalation|Immediate|16/2weeks|800|5|sr3.250|
3-* Hyper                          34|6S stun|Inhalation/Injection|Immediate|4/24hrs|180|.9|mm.119|
3-* Laes                           34|NA|Injection|Immediate|21/21days|1000|2|mm.120|
3-* Green Ring 8                   34|10D|Contact/Inhalation|Immediate|16/2weeks|800|5|sr3.250|
3-* Gamma-Scopolamine              34|10D stun|Injected|Immediate|8/2weeks|300|3|sr3.250|
3-* MAO                            34|Special|Injection|Immediate|5/36hrs|280|2|mm.119|
3-* Narcoject                      34|6D stun|Injection|Immediate|3/48hrs|150|1|mm.119|
3-* Nausea Gas                     34|Special|Inhalation|5 Combat Turns|4/48hrs|10|2|mm.119|
3-* Neurostun IX                   34|6S|Contact/Inhalation|1 Combat Turn|6/36hrs|20|2|mm.121|
3-* Neurostun X                    34|8S|Contact/Inhalation|1 Combat Turn|8/48hrs|30|2|mm.121|
3-* Pepper Punch                   34|12L stun|Contact/Inhalation|1 Combat Turn|2/4hrs|5|1|mm.121|
3-* Seven-7                        34|10D|Contact/Inhalation|1 Combat Turn|20/2weeks|1000|5|mm.121|
2-DocWagon contract (per year)
3-* DocWagon: Basic Service        13|-|On Payment|-|5000|1|sr3.304|
3-* DocWagon: Gold Service         13|-|On Payment|-|25000|1|sr3.304|
3-* DocWagon: Platinum             13|-|On Payment|-|50000|1|sr3.304|
3-* DocWagon: Super-Platinum       13|-|On Payment|-|100000|1|sr3.304|
2-Slap patches
3-Antidote Patch Max 8
4-* Antidote Patch [1]             13|1|6/72hrs|-|50|2|sr3.304|
4-* Antidote Patch [2]             13|2|6/72hrs|-|100|2|sr3.304|
4-* Antidote Patch [3]             13|3|6/72hrs|-|150|2|sr3.304|
4-* Antidote Patch [4]             13|4|6/72hrs|-|200|2|sr3.304|
4-* Antidote Patch [5]             13|5|6/72hrs|-|250|2|sr3.304|
4-* Antidote Patch [6]             13|6|6/72hrs|-|300|2|sr3.304|
4-* Antidote Patch [7]             13|7|6/72hrs|-|350|2|sr3.304|
4-* Antidote Patch [8]             13|8|6/72hrs|-|400|2|sr3.304|
3-Stimulant Patch Max 6
4-* Stimulant Patch [1]            13|1|2/24hrs|-|25|1|sr3.304|
4-* Stimulant Patch [2]            13|2|2/24hrs|-|50|1|sr3.304|
4-* Stimulant Patch [3]            13|3|2/24hrs|-|75|1|sr3.304|
4-* Stimulant Patch [4]            13|4|2/24hrs|-|100|1|sr3.304|
4-* Stimulant Patch [5]            13|5|2/24hrs|-|125|1|sr3.304|
4-* Stimulant Patch [6]            13|6|2/24hrs|-|150|1|sr3.304|
3-Tranq/Trauma Patch Max 10
4-* Tranq Patch [1]                13|1|4/48hrs|-|20|2|sr3.304|
4-* Tranq Patch [2]                13|2|4/48hrs|-|40|2|sr3.304|
4-* Tranq Patch [3]                13|3|4/48hrs|-|60|2|sr3.304|
4-* Tranq Patch [4]                13|4|4/48hrs|-|80|2|sr3.304|
4-* Tranq Patch [5]                13|5|4/48hrs|-|100|2|sr3.304|
4-* Tranq Patch [6]                13|6|4/48hrs|-|120|2|sr3.304|
4-* Tranq Patch [7]                13|7|4/48hrs|-|140|2|sr3.304|
4-* Tranq Patch [8]                13|8|4/48hrs|-|160|2|sr3.304|
4-* Tranq Patch [9]                13|9|4/48hrs|-|180|2|sr3.304|
4-* Tranq Patch [10]               13|10|4/48hrs|-|200|2|sr3.304|
4-* Trauma Patch                   13|-|4/48hrs|-|500|4|sr3.304|
3-Zap Patch
4-* Zap Patch                      10|12|-|6/4days|25|3|tss.16|
4-* Zap Patch Hub                  10|9|.1|6/1week|200|2|tss.16|
2-Gene-Tech
3-Antibac
4-* Antibac Level [1]              13|-|4/48hrs|-|500|1|st.77|
4-* Antibac Level [2]              13|-|4/48hrs|-|500|1|st.77|
4-* Antibac Level [3]              13|-|4/48hrs|-|500|1|st.77|
4-* Antibac Level [4]              13|-|4/48hrs|-|1000|1|st.77|
4-* Antibac Level [5]              13|-|4/48hrs|-|1000|1|st.77|
4-* Antibac Level [6]              13|-|4/48hrs|-|1000|1|st.77|
4-* Antibac Level [7]              13|-|4/48hrs|-|1500|1|st.77|
4-* Antibac Level [8]              13|-|4/48hrs|-|1500|1|st.77|
4-* Antibac Level [9]              13|-|4/48hrs|-|1500|1|st.77|
4-* Antibac Level [10]             13|-|4/48hrs|-|2500|1|st.77|
4-* Antibac Level [1]              13|1|2/24 days|-|500|2|sota.29|
4-* Antibac Level [2]              13|2|2/24 days|-|1000|2|sota.29|
4-* Antibac Level [3]              13|3|2/24 days|-|1500|2|sota.29|
4-* Antibac Level [4]              13|4|2/24 days|-|4000|2|sota.29|
4-* Antibac Level [5]              13|5|2/24 days|-|5000|2|sota.29|
4-* Antibac Level [6]              13|6|2/24 days|-|6000|2|sota.29|
4-* Antibac Level [7]              13|7|4/24 days|-|10500|2|sota.29|
4-* Antibac Level [8]              13|8|4/24 days|-|12000|2|sota.29|
4-* Antibac Level [9]              13|9|4/24 days|-|13500|2|sota.29|
4-* Antibac Level [10]             13|10|6/24 days|-|25000|2|sota.29|
3-Binder
4-* Binder 1->                     13|-|4/32hrs|-|300|1|st.78|
4-* Binder 2->                     13|-|4/32hrs|-|300|1|st.78|
4-* Binder 3->                     13|-|4/32hrs|-|300|1|st.78|
4-* Binder 4->                     13|-|4/32hrs|-|600|1|st.78|
4-* Binder 5->                     13|-|4/32hrs|-|600|1|st.78|
4-* Binder 6->                     13|-|4/32hrs|-|600|1|st.78|
4-* Binder 7->                     13|-|4/32hrs|-|900|1|st.78|
4-* Binder 8->                     13|-|4/32hrs|-|900|1|st.78|
4-* Binder 9->                     13|-|4/32hrs|-|900|1|st.78|
4-* Binder 10->                    13|-|4/32hrs|-|1500|1|st.78|
4-* Binder 1->                     13|1|always|-|300|2|sota.29|
4-* Binder 2->                     13|2|always|-|600|2|sota.29|
4-* Binder 3->                     13|3|always|-|900|2|sota.29|
4-* Binder 4->                     13|4|2/48 days|-|2400|2|sota.29|
4-* Binder 5->                     13|5|2/48 days|-|3000|2|sota.29|
4-* Binder 6->                     13|6|2/48 days|-|3600|2|sota.29|
4-* Binder 7->                     13|7|4/48 days|-|6300|2|sota.29|
4-* Binder 8->                     13|8|4/48 days|-|7200|2|sota.29|
4-* Binder 9->                     13|9|4/48 days|-|8100|2|sota.29|
4-* Binder 10->                    13|10|6/48 days|-|15000|2|sota.29|
3-Gene Therapy
4-* Gene Cleansing                 13|-|6/30days|-|50000|2.5|st.74|
4-* Genetic Correction             13|-|6/30days|-|60000|2.5|st.74|
4-* Gene Reconstruct/Healing       13|-|6/30days|-|100000|2.5|st.74|
4-* Other Gene Therapy             13|-|6/30days|-|50000|2.5|st.74|
4-* Leonization                    13|-|6/30days|-|2000000|2.5|st.74|
3-Immunization
4-* Single Immunization->          13|-|6/20days|-|40000|2|st.75|
4-* Full Spectrum Immunization     13|-|6/20days|-|300000|2|st.75|
3-Zeta-Interpheron
4-* Zeta-Interpheron 1->           13|-|4/32hrs|-|400|2|st.79|
4-* Zeta-Interpheron 2->           13|-|4/32hrs|-|400|2|st.79|
4-* Zeta-Interpheron 3->           13|-|4/32hrs|-|400|2|st.79|
4-* Zeta-Interpheron 4->           13|-|4/32hrs|-|800|2|st.79|
4-* Zeta-Interpheron 5->           13|-|4/32hrs|-|800|2|st.79|
4-* Zeta-Interpheron 6->           13|-|4/32hrs|-|800|2|st.79|
4-* Zeta-Interpheron 7->           13|-|4/32hrs|-|1200|2|st.79|
4-* Zeta-Interpheron 8->           13|-|4/32hrs|-|1200|2|st.79|
4-* Zeta-Interpheron 9->           13|-|4/32hrs|-|1200|2|st.79|
4-* Zeta-Interpheron 10->          13|-|4/32hrs|-|2000|2|st.79|
4-* Zeta-Interpheron 1->           13|1|always|-|400|2|sota.29|
4-* Zeta-Interpheron 2->           13|2|always|-|800|2|sota.29|
4-* Zeta-Interpheron 3->           13|3|always|-|1200|2|sota.29|
4-* Zeta-Interpheron 4->           13|4|2/48 days|-|3200|2|sota.29|
4-* Zeta-Interpheron 5->           13|5|2/48 days|-|4000|2|sota.29|
4-* Zeta-Interpheron 6->           13|6|2/48 days|-|4800|2|sota.29|
4-* Zeta-Interpheron 7->           13|7|4/48 days|-|8400|2|sota.29|
4-* Zeta-Interpheron 8->           13|8|4/48 days|-|9600|2|sota.29|
4-* Zeta-Interpheron 9->           13|9|4/48 days|-|10800|2|sota.29|
4-* Zeta-Interpheron 10->          13|10|6/48 days|-|20000|2|sota.29|
1-Drugs and Chemicals (per dose)
2-Applied Chemtech Compounds
3-Acids/Corrosives (per dose)
4-* Acid/Corrosive Rating 1        29|-|1|-|-|1/6 days|500|2|mm.111|
4-* Acid/Corrosive Rating 2        29|-|2|-|-|2/6 days|1000|2|mm.111|
4-* Acid/Corrosive Rating 3        29|-|3|-|-|3/6 days|1500|2|mm.111|
4-* Acid/Corrosive Rating 4        29|-|4|-|-|4/6 days|2000|2|mm.111|
4-* Acid/Corrosive Rating 5        29|-|5|-|-|5/6 days|2500|2|mm.111|
4-* Acid/Corrosive Rating 6        29|-|6|-|-|6/6 days|3000|2|mm.111|
4-* Acid/Corrosive Rating 7        29|-|7|-|-|7/6 days|3500|2|mm.111|
4-* Acid/Corrosive Rating 8        29|-|8|-|-|8/6 days|4000|2|mm.111|
4-* Acid/Corrosive Rating 9        29|-|9|-|-|9/6 days|4500|2|mm.111|
4-* Acid/Corrosive Rating 10       29|-|10|-|-|10/6 days|5000|2|mm.111|
3-Carcerands (per dose)            
4-* Carcerands 1 Day Delay         29|-|1|-|-|4/10 days|100|2|mm.111|
4-* Carcerands 2 Day Delay         29|-|2|-|-|4/10 days|200|2|mm.111|
4-* Carcerands 3 Day Delay         29|-|3|-|-|4/10 days|300|2|mm.111|
4-* Carcerands 4 Day Delay         29|-|4|-|-|4/10 days|400|2|mm.111|
4-* Carcerands 5 Day Delay         29|-|5|-|-|4/10 days|500|2|mm.111|
4-* Carcerands 6 Day Delay         29|-|6|-|-|4/10 days|600|2|mm.111|
4-* Carcerands 7 Day Delay         29|-|7|-|-|4/10 days|700|2|mm.111|
4-* Carcerands 30 Day Delay        29|-|30|-|-|4/10 days|3000|2|mm.111|
4-* Carcerands 90 Day Delay        29|-|90|-|-|4/10 days|9000|2|mm.111|
4-* Carcerands 365 Day Delay       29|-|365|-|-|4/10 days|36500|2|mm.111|
3-Dikote(TM)
4-* Dikote 100cm^2                 29|-|-|-|-|6/14 days|1000|2|mm.111|
4-* Dikote 500cm^2                 29|-|-|-|-|6/14 days|5000|2|mm.111|
4-* Dikote 1000cm^2                29|-|-|-|-|6/14 days|10000|2|mm.111|
4-* Dikote 1m^2                    29|-|-|-|-|6/14 days|100000|2|mm.111|
4-* Dikote 10m^2                   29|-|-|-|-|6/14 days|1000000|2|mm.111|
3-FAE Bombs (per kilo)
4-* FAE Bomb Rating 1 (1 kilo)     29|-|1|-|-|12/72 hrs|5|5|mm.113|
4-* FAE Bomb Rating 2 (1 kilo)     29|-|2|-|-|12/72 hrs|20|5|mm.113|
4-* FAE Bomb Rating 3 (1 kilo)     29|-|3|-|-|12/72 hrs|45|5|mm.113|
4-* FAE Bomb Rating 4 (1 kilo)     29|-|4|-|-|12/72 hrs|80|5|mm.113|
4-* FAE Bomb Rating 5 (1 kilo)     29|-|5|-|-|12/72 hrs|125|5|mm.113|
4-* FAE Bomb Rating 6 (1 kilo)     29|-|6|-|-|12/72 hrs|180|5|mm.113|
4-* FAE Bomb Rating 7 (1 kilo)     29|-|7|-|-|12/72 hrs|245|5|mm.113|
4-* FAE Bomb Rating 8 (1 kilo)     29|-|8|-|-|12/72 hrs|320|5|mm.113|
4-* FAE Bomb Rating 9 (1 kilo)     29|-|9|-|-|12/72 hrs|405|5|mm.113|
4-* FAE Bomb Rating 10 (1 kilo)    29|-|10|-|-|12/72 hrs|500|5|mm.113|
3-Ruthenium Polymer and Scanners
4-* Ruthenium Polymer .25m^2       29|-|-|-|-|5/14 days|2500|2|mm.114|
4-* Ruthenium Polymer .5m^2        29|-|-|-|-|5/14 days|5000|2|mm.114|
4-* Ruthenium Polymer .75m^2       29|-|-|-|-|5/14 days|7500|2|mm.114|
4-* Ruthenium Polymer 1m^2         29|-|-|-|-|5/14 days|10000|2|mm.114|
4-* Ruthenium Suit (2.5m^2)        29|-|-|-|-|5/14 days|25000|2|mm.114|
4-* Ruthenium Cloak (2.75m^2)      29|-|-|-|-|5/14 days|27500|2|mm.114|
4-* Ruthenium Scanners (4)         29|-|4|-|-|5/14 days|20000|2|mm.114|
4-* Ruthenium Scanners (5)         29|-|5|-|-|5/14 days|25000|2|mm.114|
4-* Ruthenium Scanners (6)         29|-|6|-|-|5/14 days|30000|2|mm.114|
4-* Ruthenium Scanners (7)         29|-|7|-|-|5/14 days|35000|2|mm.114|
4-* Ruthenium Scanners (8)         29|-|8|-|-|5/14 days|40000|2|mm.114|
